userid,libraryid,seatid,created_at,action,actionfrom
2034,2,153,2020-03-02 15:53:10,cancel,system
4294,2,4,2020-03-02 15:54:01,cancel,system
544,2,92,2020-03-02 15:55:52,cancel,user
2034,2,153,2020-03-02 15:56:24,reserve,user
357,2,159,2020-03-02 15:57:10,cancel,user
976,2,94,2020-03-02 15:57:20,cancel,user
2947,2,98,2020-03-02 15:59:18,confirm,user
3550,2,6,2020-03-02 16:00:26,cancel,system
1130,2,176,2020-03-02 16:00:43,cancel,system
5700,2,124,2020-03-02 16:00:52,cancel,user
5700,2,152,2020-03-02 16:00:56,reserve,user
999,2,134,2020-03-02 16:01:07,cancel,system
5700,2,152,2020-03-02 16:01:10,confirm,user
2350,2,150,2020-03-02 16:01:15,cancel,system
5161,2,121,2020-03-02 16:02:27,cancel,system
3530,2,5,2020-03-02 16:02:29,confirm,user
4622,2,7,2020-03-02 16:03:12,confirm,user
4715,2,174,2020-03-02 16:04:58,cancel,system
4260,2,97,2020-03-02 16:05:03,confirm,user
4752,2,149,2020-03-02 16:05:15,cancel,system
5348,2,118,2020-03-02 16:05:19,confirm,user
282,2,107,2020-03-02 16:05:24,confirm,user
5023,2,106,2020-03-02 16:07:40,cancel,system
2859,2,117,2020-03-02 16:07:45,cancel,user
2859,2,117,2020-03-02 16:07:50,reserve,user
3537,2,122,2020-03-02 16:09:43,cancel,system
2053,2,157,2020-03-02 16:11:09,confirm,user
4563,2,155,2020-03-02 16:11:50,cancel,system
2034,2,153,2020-03-02 16:11:55,confirm,user
976,2,149,2020-03-02 16:12:15,reserve,user
5090,2,105,2020-03-02 16:12:17,cancel,user
4150,2,99,2020-03-02 16:12:18,cancel,system
4563,2,155,2020-03-02 16:12:25,reserve,user
976,2,149,2020-03-02 16:12:50,confirm,user
1128,2,93,2020-03-02 16:12:55,cancel,user
603,2,103,2020-03-02 16:13:01,cancel,system
5565,2,147,2020-03-02 16:14:09,cancel,system
595,2,95,2020-03-02 16:14:32,cancel,user
4762,2,135,2020-03-02 16:15:40,confirm,user
4558,2,137,2020-03-02 16:15:43,confirm,user
4933,2,109,2020-03-02 16:15:51,confirm,user
1780,2,111,2020-03-02 16:15:55,confirm,user
785,2,132,2020-03-02 16:18:04,cancel,system
1625,2,165,2020-03-02 16:19:08,cancel,system
1136,2,112,2020-03-02 16:19:47,confirm,user
2527,2,102,2020-03-02 16:19:55,confirm,user
1864,2,108,2020-03-02 16:20:27,confirm,user
4779,2,146,2020-03-02 16:21:18,confirm,user
2859,2,117,2020-03-02 16:22:31,cancel,user
2859,2,117,2020-03-02 16:22:35,reserve,user
1130,2,176,2020-03-02 16:22:43,reserve,user
4921,2,100,2020-03-02 16:22:52,cancel,system
1130,2,176,2020-03-02 16:23:06,confirm,user
2420,2,161,2020-03-02 16:23:19,cancel,system
4463,2,163,2020-03-02 16:23:22,cancel,system
3898,2,110,2020-03-02 16:23:47,cancel,system
4734,2,113,2020-03-02 16:23:51,cancel,system
5348,2,118,2020-03-02 16:23:58,confirm,user
1482,2,115,2020-03-02 16:25:16,cancel,system
1005,2,145,2020-03-02 16:25:44,confirm,user
1929,2,91,2020-03-02 16:27:26,cancel,system
5700,2,152,2020-03-02 16:27:53,confirm,user
5442,2,151,2020-03-02 16:28:55,cancel,system
544,2,151,2020-03-02 16:29:02,reserve,user
4702,2,168,2020-03-02 16:32:03,confirm,user
3636,2,166,2020-03-02 16:32:10,confirm,user
3861,2,138,2020-03-02 16:33:10,cancel,system
4762,2,135,2020-03-02 16:35:58,cancel,user
5586,2,140,2020-03-02 16:36:20,cancel,system
5502,2,142,2020-03-02 16:36:22,cancel,system
399,2,139,2020-03-02 16:36:51,cancel,system
4563,2,155,2020-03-02 16:37:26,cancel,system
2212,2,164,2020-03-02 16:38:10,cancel,system
3764,2,162,2020-03-02 16:38:14,cancel,system
685,2,3,2020-03-02 16:40:22,reserve,user
685,2,3,2020-03-02 16:40:27,cancel,user
685,2,120,2020-03-02 16:40:34,reserve,user
685,2,120,2020-03-02 16:40:46,cancel,user
864,2,104,2020-03-02 16:42:46,cancel,system
40,2,148,2020-03-02 16:44:43,confirm,user
2527,2,102,2020-03-02 16:46:18,cancel,user
1355,2,158,2020-03-02 16:46:24,cancel,system
5851,2,160,2020-03-02 16:46:36,cancel,system
2859,2,117,2020-03-02 16:47:36,cancel,system
544,2,151,2020-03-02 16:54:03,cancel,system
2947,2,98,2020-03-02 16:59:18,cancel,system
2947,2,98,2020-03-02 16:59:36,reserve,user
3530,2,5,2020-03-02 17:02:30,cancel,system
4622,2,7,2020-03-02 17:03:13,cancel,system
5700,2,152,2020-03-02 17:04:25,confirm,user
5348,2,118,2020-03-02 17:04:32,confirm,user
4260,2,97,2020-03-02 17:05:04,cancel,system
282,2,107,2020-03-02 17:05:25,cancel,system
4558,2,137,2020-03-02 17:09:16,confirm,user
2053,2,157,2020-03-02 17:11:10,cancel,system
2034,2,153,2020-03-02 17:11:56,cancel,system
976,2,149,2020-03-02 17:12:51,cancel,system
4933,2,109,2020-03-02 17:15:52,cancel,system
1780,2,111,2020-03-02 17:15:56,cancel,system
1136,2,112,2020-03-02 17:19:47,cancel,system
1864,2,108,2020-03-02 17:20:28,cancel,system
4779,2,146,2020-03-02 17:21:19,cancel,system
1130,2,176,2020-03-02 17:23:07,cancel,system
2947,2,98,2020-03-02 17:24:37,cancel,system
1005,2,145,2020-03-02 17:25:45,cancel,system
4702,2,168,2020-03-02 17:32:04,cancel,system
3636,2,166,2020-03-02 17:32:11,cancel,system
40,2,148,2020-03-02 17:35:13,confirm,user
3152,2,108,2020-03-02 18:01:46,reserve,user
3152,2,108,2020-03-02 18:01:51,cancel,user
5700,2,152,2020-03-02 18:04:26,cancel,system
5348,2,118,2020-03-02 18:04:33,cancel,system
4558,2,137,2020-03-02 18:09:16,cancel,system
4779,2,176,2020-03-02 18:24:50,reserve,user
4779,2,176,2020-03-02 18:25:29,cancel,user
40,2,148,2020-03-02 18:35:14,cancel,system
4956,2,92,2020-03-02 19:12:42,reserve,user
4956,2,92,2020-03-02 19:12:49,cancel,user
4176,2,5,2020-03-02 19:29:53,reserve,user
4176,2,5,2020-03-02 19:30:02,cancel,user
667,3,4,2020-03-02 19:39:52,reserve,user
667,3,4,2020-03-02 19:39:58,cancel,user
667,3,4,2020-03-02 19:40:20,reserve,user
667,3,4,2020-03-02 19:40:30,cancel,user
1974,2,96,2020-03-03 05:45:31,reserve,user
1974,2,96,2020-03-03 05:45:43,cancel,user
4292,3,4,2020-03-03 06:26:45,reserve,user
4292,3,4,2020-03-03 06:26:52,cancel,user
4292,2,116,2020-03-03 06:27:08,reserve,user
4292,2,116,2020-03-03 06:27:17,cancel,user
878,2,114,2020-03-03 07:13:30,reserve,user
4183,2,109,2020-03-03 07:20:23,reserve,user
4183,2,109,2020-03-03 07:23:55,cancel,user
5351,2,175,2020-03-03 07:34:01,reserve,user
5351,2,175,2020-03-03 07:34:13,cancel,user
878,2,114,2020-03-03 07:38:31,cancel,system
1695,2,173,2020-03-03 07:44:52,reserve,user
4824,2,119,2020-03-03 07:46:14,reserve,user
2349,2,145,2020-03-03 07:47:38,reserve,user
262,2,5,2020-03-03 07:48:07,reserve,user
262,2,5,2020-03-03 07:48:10,cancel,user
1015,2,175,2020-03-03 07:49:41,reserve,user
925,2,113,2020-03-03 07:50:36,reserve,user
925,2,113,2020-03-03 07:51:37,cancel,user
925,2,176,2020-03-03 07:51:46,reserve,user
2947,2,98,2020-03-03 07:52:25,reserve,user
3325,2,118,2020-03-03 07:59:13,reserve,user
2349,2,145,2020-03-03 07:59:39,confirm,user
925,2,176,2020-03-03 07:59:56,confirm,user
3325,2,118,2020-03-03 08:00:01,confirm,user
3209,2,99,2020-03-03 08:00:20,reserve,user
4260,2,94,2020-03-03 08:00:23,reserve,user
3209,2,99,2020-03-03 08:00:26,confirm,user
4260,2,94,2020-03-03 08:00:31,cancel,user
4260,2,96,2020-03-03 08:00:39,reserve,user
1015,2,175,2020-03-03 08:00:48,confirm,user
4260,2,96,2020-03-03 08:00:50,confirm,user
1695,2,173,2020-03-03 08:02:01,confirm,user
1695,2,173,2020-03-03 08:02:19,confirm,user
2947,2,98,2020-03-03 08:03:55,confirm,user
3361,2,106,2020-03-03 08:06:45,reserve,user
3361,2,106,2020-03-03 08:06:58,confirm,user
4824,2,119,2020-03-03 08:09:29,confirm,user
4262,2,117,2020-03-03 08:10:09,reserve,user
3353,2,153,2020-03-03 08:11:07,reserve,user
3353,2,153,2020-03-03 08:11:15,cancel,user
4262,2,117,2020-03-03 08:11:40,cancel,user
4262,2,116,2020-03-03 08:11:49,reserve,user
3355,2,110,2020-03-03 08:13:20,reserve,user
3355,2,110,2020-03-03 08:13:33,confirm,user
5722,2,102,2020-03-03 08:16:59,reserve,user
1344,2,104,2020-03-03 08:17:11,reserve,user
5722,2,102,2020-03-03 08:17:15,confirm,user
1344,2,104,2020-03-03 08:17:20,confirm,user
4262,2,116,2020-03-03 08:18:14,confirm,user
5159,2,160,2020-03-03 08:25:49,reserve,user
5159,2,160,2020-03-03 08:25:51,cancel,user
4405,2,172,2020-03-03 08:26:12,reserve,user
4405,2,172,2020-03-03 08:26:23,cancel,user
4405,2,150,2020-03-03 08:27:41,reserve,user
4405,2,150,2020-03-03 08:27:51,cancel,user
2613,2,8,2020-03-03 08:28:34,reserve,user
2613,2,8,2020-03-03 08:29:06,confirm,user
4734,2,111,2020-03-03 08:29:45,reserve,user
4734,2,111,2020-03-03 08:30:03,confirm,user
1482,2,113,2020-03-03 08:30:15,reserve,user
1482,2,113,2020-03-03 08:30:20,confirm,user
2859,2,109,2020-03-03 08:30:30,reserve,user
2859,2,109,2020-03-03 08:30:42,confirm,user
4189,2,7,2020-03-03 08:31:53,reserve,user
1809,2,95,2020-03-03 08:34:04,reserve,user
360,2,93,2020-03-03 08:34:05,reserve,user
3526,2,108,2020-03-03 08:35:25,reserve,user
3526,2,108,2020-03-03 08:35:43,confirm,user
1436,2,174,2020-03-03 08:41:30,reserve,user
547,2,172,2020-03-03 08:42:30,reserve,user
360,2,93,2020-03-03 08:43:44,confirm,user
6,2,171,2020-03-03 08:43:53,reserve,user
6,2,171,2020-03-03 08:44:01,cancel,user
1809,2,95,2020-03-03 08:44:04,confirm,user
6,2,170,2020-03-03 08:44:07,reserve,user
3550,2,91,2020-03-03 08:46:04,reserve,user
6,2,170,2020-03-03 08:46:13,confirm,user
4294,2,89,2020-03-03 08:46:25,reserve,user
2412,2,90,2020-03-03 08:46:37,reserve,user
4018,2,149,2020-03-03 08:47:00,reserve,user
4018,2,149,2020-03-03 08:47:12,confirm,user
4189,2,7,2020-03-03 08:47:17,confirm,user
6,2,170,2020-03-03 08:48:48,cancel,user
6,2,164,2020-03-03 08:48:58,reserve,user
416,2,169,2020-03-03 08:49:09,reserve,user
6,2,164,2020-03-03 08:49:15,confirm,user
547,2,172,2020-03-03 08:50:08,cancel,user
547,2,162,2020-03-03 08:50:17,reserve,user
2349,2,145,2020-03-03 08:50:22,confirm,user
925,2,176,2020-03-03 08:50:41,confirm,user
1015,2,175,2020-03-03 08:50:44,confirm,user
878,2,161,2020-03-03 08:50:48,reserve,user
3209,2,99,2020-03-03 08:51:13,confirm,user
1695,2,173,2020-03-03 08:51:38,confirm,user
2947,2,98,2020-03-03 08:52:05,confirm,user
4921,2,100,2020-03-03 08:53:09,reserve,user
4921,2,100,2020-03-03 08:54:42,confirm,user
3550,2,91,2020-03-03 08:54:55,confirm,user
4294,2,89,2020-03-03 08:55:00,confirm,user
5159,2,167,2020-03-03 08:55:03,reserve,user
4405,2,168,2020-03-03 08:55:04,reserve,user
5342,2,166,2020-03-03 08:55:05,reserve,user
2412,2,90,2020-03-03 08:55:07,confirm,user
5659,2,165,2020-03-03 08:56:15,reserve,user
3710,2,5,2020-03-03 08:58:52,reserve,user
700,2,3,2020-03-03 08:58:53,reserve,user
3993,2,6,2020-03-03 08:58:59,reserve,user
4306,2,101,2020-03-03 08:59:05,reserve,user
3243,2,94,2020-03-03 08:59:08,reserve,user
4306,2,101,2020-03-03 08:59:14,confirm,user
4662,2,160,2020-03-03 08:59:46,reserve,user
1436,2,174,2020-03-03 08:59:48,confirm,user
3325,2,118,2020-03-03 09:00:02,cancel,system
4662,2,160,2020-03-03 09:00:02,confirm,user
4730,2,158,2020-03-03 09:00:09,reserve,user
4730,2,158,2020-03-03 09:00:22,confirm,user
4260,2,96,2020-03-03 09:00:51,cancel,system
201,2,152,2020-03-03 09:00:59,reserve,user
201,2,152,2020-03-03 09:01:12,confirm,user
5251,2,151,2020-03-03 09:01:30,reserve,user
5251,2,151,2020-03-03 09:01:45,confirm,user
3220,2,107,2020-03-03 09:01:57,reserve,user
3220,2,107,2020-03-03 09:02:10,confirm,user
4824,2,119,2020-03-03 09:02:45,confirm,user
700,2,3,2020-03-03 09:02:48,confirm,user
3993,2,6,2020-03-03 09:02:50,confirm,user
3710,2,5,2020-03-03 09:02:57,confirm,user
4014,2,117,2020-03-03 09:03:00,reserve,user
4014,2,117,2020-03-03 09:03:15,confirm,user
5659,2,165,2020-03-03 09:03:32,confirm,user
3361,2,106,2020-03-03 09:04:04,cancel,user
416,2,169,2020-03-03 09:04:15,cancel,user
3361,2,106,2020-03-03 09:04:16,reserve,user
2693,2,156,2020-03-03 09:04:17,reserve,user
571,2,155,2020-03-03 09:04:19,reserve,user
4405,2,168,2020-03-03 09:04:19,confirm,user
416,2,124,2020-03-03 09:04:22,reserve,user
5342,2,166,2020-03-03 09:04:23,confirm,user
1620,2,115,2020-03-03 09:04:26,reserve,user
3361,2,106,2020-03-03 09:04:28,confirm,user
416,2,124,2020-03-03 09:04:33,confirm,user
5659,2,165,2020-03-03 09:04:46,cancel,user
5159,2,167,2020-03-03 09:04:48,cancel,user
5659,2,171,2020-03-03 09:05:01,reserve,user
4405,2,168,2020-03-03 09:05:02,cancel,user
5342,2,166,2020-03-03 09:05:06,cancel,user
4405,2,172,2020-03-03 09:05:07,reserve,user
4405,2,172,2020-03-03 09:05:31,confirm,user
1620,2,115,2020-03-03 09:05:36,confirm,user
5659,2,171,2020-03-03 09:05:38,confirm,user
5159,2,169,2020-03-03 09:05:57,reserve,user
5342,2,170,2020-03-03 09:06:17,reserve,user
1267,2,4,2020-03-03 09:06:18,reserve,user
547,2,162,2020-03-03 09:06:23,cancel,user
547,2,162,2020-03-03 09:06:28,reserve,user
5159,2,169,2020-03-03 09:06:36,confirm,user
5342,2,170,2020-03-03 09:06:37,confirm,user
1267,2,4,2020-03-03 09:06:38,cancel,user
3243,2,94,2020-03-03 09:06:45,cancel,user
1082,2,1,2020-03-03 09:06:48,reserve,user
3243,2,96,2020-03-03 09:06:52,reserve,user
878,2,161,2020-03-03 09:07:02,cancel,user
3243,2,96,2020-03-03 09:07:07,confirm,user
878,2,161,2020-03-03 09:07:12,reserve,user
2693,2,156,2020-03-03 09:07:27,cancel,user
3276,2,146,2020-03-03 09:07:33,reserve,user
571,2,155,2020-03-03 09:07:51,cancel,user
3276,2,146,2020-03-03 09:08:01,confirm,user
2693,2,114,2020-03-03 09:08:24,reserve,user
1863,2,165,2020-03-03 09:08:37,reserve,user
1480,2,163,2020-03-03 09:08:46,reserve,user
1863,2,165,2020-03-03 09:08:57,confirm,user
4231,2,118,2020-03-03 09:09:00,reserve,user
3355,2,110,2020-03-03 09:09:02,confirm,user
4231,2,118,2020-03-03 09:09:25,confirm,user
1799,2,166,2020-03-03 09:09:34,reserve,user
1267,2,147,2020-03-03 09:09:53,reserve,user
4017,2,159,2020-03-03 09:09:57,reserve,user
1799,2,166,2020-03-03 09:09:57,confirm,user
1267,2,147,2020-03-03 09:10:00,cancel,user
571,2,168,2020-03-03 09:10:10,reserve,user
2693,2,114,2020-03-03 09:10:36,confirm,user
571,2,168,2020-03-03 09:10:40,confirm,user
5067,2,94,2020-03-03 09:10:58,reserve,user
5067,2,94,2020-03-03 09:11:14,confirm,user
2613,2,8,2020-03-03 09:11:43,confirm,user
878,2,161,2020-03-03 09:11:50,confirm,user
1530,2,155,2020-03-03 09:12:08,reserve,user
1530,2,155,2020-03-03 09:12:34,cancel,user
1530,2,140,2020-03-03 09:12:43,reserve,user
4618,2,123,2020-03-03 09:13:12,reserve,user
4618,2,123,2020-03-03 09:13:24,confirm,user
1517,2,136,2020-03-03 09:13:26,reserve,user
3065,2,138,2020-03-03 09:13:41,reserve,user
3065,2,138,2020-03-03 09:14:00,confirm,user
267,2,103,2020-03-03 09:14:06,reserve,user
4260,2,97,2020-03-03 09:14:07,reserve,user
1517,2,136,2020-03-03 09:14:15,confirm,user
4260,2,97,2020-03-03 09:14:19,cancel,user
3033,2,125,2020-03-03 09:14:28,reserve,user
3033,2,125,2020-03-03 09:14:39,confirm,user
2336,2,4,2020-03-03 09:14:40,reserve,user
4260,2,92,2020-03-03 09:14:43,reserve,user
267,2,103,2020-03-03 09:14:43,confirm,user
1530,2,140,2020-03-03 09:14:43,cancel,user
1530,2,120,2020-03-03 09:14:48,reserve,user
4239,2,150,2020-03-03 09:14:49,reserve,user
4239,2,150,2020-03-03 09:14:57,confirm,user
4260,2,92,2020-03-03 09:14:59,confirm,user
1530,2,120,2020-03-03 09:15:36,confirm,user
5722,2,102,2020-03-03 09:15:55,confirm,user
2336,2,4,2020-03-03 09:16:12,confirm,user
1344,2,104,2020-03-03 09:17:21,cancel,system
2566,2,104,2020-03-03 09:17:53,reserve,user
2566,2,104,2020-03-03 09:18:08,confirm,user
4262,2,116,2020-03-03 09:18:15,cancel,system
3645,2,167,2020-03-03 09:19:26,reserve,user
1517,2,136,2020-03-03 09:19:38,cancel,user
1517,2,126,2020-03-03 09:19:57,reserve,user
1517,2,126,2020-03-03 09:20:22,confirm,user
2859,2,109,2020-03-03 09:21:46,cancel,user
2859,2,109,2020-03-03 09:21:52,reserve,user
547,2,162,2020-03-03 09:24:40,confirm,user
3645,2,167,2020-03-03 09:24:43,confirm,user
1482,2,113,2020-03-03 09:29:26,cancel,user
1482,2,113,2020-03-03 09:29:32,reserve,user
1482,2,113,2020-03-03 09:30:00,confirm,user
4288,2,141,2020-03-03 09:30:01,reserve,user
4734,2,111,2020-03-03 09:30:04,cancel,system
2859,2,109,2020-03-03 09:30:06,confirm,user
4017,2,159,2020-03-03 09:30:23,confirm,user
4824,2,119,2020-03-03 09:30:23,cancel,user
4288,2,141,2020-03-03 09:30:29,confirm,user
2947,2,98,2020-03-03 09:30:34,confirm,user
4734,2,111,2020-03-03 09:30:39,reserve,user
1480,2,163,2020-03-03 09:30:41,confirm,user
4734,2,111,2020-03-03 09:30:57,confirm,user
4921,2,100,2020-03-03 09:31:11,confirm,user
3526,2,108,2020-03-03 09:31:29,confirm,user
1082,2,1,2020-03-03 09:31:48,cancel,system
5510,2,142,2020-03-03 09:31:49,reserve,user
5510,2,142,2020-03-03 09:32:16,confirm,user
702,2,155,2020-03-03 09:32:45,reserve,user
624,2,153,2020-03-03 09:33:01,reserve,user
4131,2,139,2020-03-03 09:33:27,reserve,user
624,2,153,2020-03-03 09:33:38,confirm,user
4131,2,139,2020-03-03 09:33:49,confirm,user
1809,2,95,2020-03-03 09:34:16,cancel,user
1809,2,95,2020-03-03 09:34:21,reserve,user
3016,2,156,2020-03-03 09:34:26,reserve,user
1015,2,175,2020-03-03 09:35:00,confirm,user
925,2,176,2020-03-03 09:35:04,confirm,user
3016,2,156,2020-03-03 09:35:11,confirm,user
702,2,155,2020-03-03 09:35:24,confirm,user
65,2,132,2020-03-03 09:35:28,reserve,user
4021,2,119,2020-03-03 09:35:38,reserve,user
5021,2,134,2020-03-03 09:35:40,reserve,user
5021,2,134,2020-03-03 09:35:47,confirm,user
65,2,132,2020-03-03 09:36:00,confirm,user
3353,2,157,2020-03-03 09:37:02,reserve,user
4156,2,127,2020-03-03 09:37:27,reserve,user
3534,2,130,2020-03-03 09:38:03,reserve,user
3632,2,128,2020-03-03 09:38:16,reserve,user
3443,2,129,2020-03-03 09:38:34,reserve,user
4354,2,133,2020-03-03 09:38:54,reserve,user
4354,2,133,2020-03-03 09:39:42,confirm,user
4156,2,127,2020-03-03 09:39:53,confirm,user
3443,2,129,2020-03-03 09:40:09,confirm,user
3632,2,128,2020-03-03 09:40:25,confirm,user
3534,2,130,2020-03-03 09:40:31,confirm,user
3650,2,1,2020-03-03 09:41:19,reserve,user
3650,2,1,2020-03-03 09:41:36,cancel,user
4018,2,149,2020-03-03 09:41:54,confirm,user
360,2,93,2020-03-03 09:43:45,cancel,system
3209,2,99,2020-03-03 09:43:57,confirm,user
3550,2,91,2020-03-03 09:45:28,confirm,user
1695,2,173,2020-03-03 09:45:48,confirm,user
4830,2,148,2020-03-03 09:45:57,reserve,user
3971,2,147,2020-03-03 09:46:15,reserve,user
6,2,164,2020-03-03 09:46:15,confirm,user
3971,2,147,2020-03-03 09:46:52,confirm,user
2412,2,90,2020-03-03 09:46:53,confirm,user
4189,2,7,2020-03-03 09:47:18,cancel,system
925,2,176,2020-03-03 09:47:19,confirm,user
1015,2,175,2020-03-03 09:47:20,confirm,user
4294,2,89,2020-03-03 09:47:40,confirm,user
2349,2,145,2020-03-03 09:48:02,cancel,user
2349,2,145,2020-03-03 09:48:04,reserve,user
2563,2,143,2020-03-03 09:48:26,reserve,user
3675,2,137,2020-03-03 09:49:39,reserve,user
3650,2,7,2020-03-03 09:49:40,reserve,user
3675,2,137,2020-03-03 09:49:44,cancel,user
5067,2,94,2020-03-03 09:50:33,confirm,user
2039,2,1,2020-03-03 09:50:46,reserve,user
4730,2,158,2020-03-03 09:51:07,confirm,user
4662,2,160,2020-03-03 09:51:09,confirm,user
4662,2,160,2020-03-03 09:51:17,confirm,user
2039,2,1,2020-03-03 09:51:53,cancel,user
2039,2,2,2020-03-03 09:52:15,reserve,user
2039,2,2,2020-03-03 09:52:40,confirm,user
5251,2,151,2020-03-03 09:53:04,confirm,user
3220,2,107,2020-03-03 09:53:12,confirm,user
201,2,152,2020-03-03 09:53:16,confirm,user
1809,2,95,2020-03-03 09:53:52,confirm,user
3243,2,96,2020-03-03 09:53:59,confirm,user
3993,2,6,2020-03-03 09:54:13,confirm,user
700,2,3,2020-03-03 09:54:22,confirm,user
3353,2,157,2020-03-03 09:54:29,confirm,user
3710,2,5,2020-03-03 09:54:31,confirm,user
360,2,131,2020-03-03 09:54:38,reserve,user
360,2,131,2020-03-03 09:54:41,cancel,user
360,2,97,2020-03-03 09:55:11,reserve,user
360,2,97,2020-03-03 09:55:17,confirm,user
940,2,112,2020-03-03 09:55:26,reserve,user
4830,2,148,2020-03-03 09:57:07,confirm,user
4014,2,117,2020-03-03 09:58:29,confirm,user
3276,2,146,2020-03-03 09:58:37,confirm,user
1620,2,115,2020-03-03 09:58:40,confirm,user
3361,2,106,2020-03-03 09:59:10,cancel,user
4306,2,101,2020-03-03 09:59:15,cancel,system
3361,2,106,2020-03-03 09:59:21,reserve,user
3361,2,106,2020-03-03 09:59:31,confirm,user
1436,2,174,2020-03-03 09:59:49,cancel,system
571,2,168,2020-03-03 10:00:10,cancel,user
3355,2,110,2020-03-03 10:00:25,confirm,user
1214,2,136,2020-03-03 10:00:31,reserve,user
4021,2,119,2020-03-03 10:00:39,cancel,system
940,2,112,2020-03-03 10:00:47,cancel,user
571,2,116,2020-03-03 10:00:55,reserve,user
4021,2,119,2020-03-03 10:01:55,reserve,user
940,2,112,2020-03-03 10:02:13,reserve,user
416,2,124,2020-03-03 10:02:20,confirm,user
4021,2,119,2020-03-03 10:02:33,confirm,user
2563,2,143,2020-03-03 10:02:40,cancel,user
571,2,116,2020-03-03 10:02:42,confirm,user
2693,2,114,2020-03-03 10:03:33,confirm,user
540,2,131,2020-03-03 10:03:46,reserve,user
540,2,131,2020-03-03 10:04:15,confirm,user
2336,2,4,2020-03-03 10:04:41,confirm,user
3033,2,125,2020-03-03 10:05:09,confirm,user
4260,2,92,2020-03-03 10:05:26,confirm,user
4405,2,172,2020-03-03 10:05:32,cancel,system
5659,2,171,2020-03-03 10:05:39,cancel,system
4231,2,118,2020-03-03 10:05:49,confirm,user
4333,2,144,2020-03-03 10:05:57,reserve,user
1517,2,126,2020-03-03 10:06:00,confirm,user
5043,2,122,2020-03-03 10:06:01,reserve,user
5342,2,170,2020-03-03 10:06:02,confirm,user
4333,2,144,2020-03-03 10:06:03,confirm,user
5043,2,122,2020-03-03 10:06:05,cancel,user
940,2,112,2020-03-03 10:06:09,cancel,user
5043,2,171,2020-03-03 10:06:11,reserve,user
4405,2,172,2020-03-03 10:06:18,reserve,user
4405,2,172,2020-03-03 10:06:25,confirm,user
2613,2,8,2020-03-03 10:06:25,confirm,user
5159,2,169,2020-03-03 10:06:37,cancel,system
302,2,112,2020-03-03 10:07:30,reserve,user
302,2,112,2020-03-03 10:07:47,cancel,user
4618,2,123,2020-03-03 10:07:53,confirm,user
4306,2,101,2020-03-03 10:08:10,reserve,user
2947,2,98,2020-03-03 10:08:16,confirm,user
4306,2,101,2020-03-03 10:08:30,confirm,user
1863,2,165,2020-03-03 10:08:58,cancel,system
267,2,103,2020-03-03 10:09:08,confirm,user
1799,2,166,2020-03-03 10:09:58,cancel,system
3065,2,138,2020-03-03 10:11:10,confirm,user
5159,2,169,2020-03-03 10:11:21,reserve,user
878,2,161,2020-03-03 10:11:51,cancel,system
5659,2,165,2020-03-03 10:12:25,reserve,user
3016,2,156,2020-03-03 10:12:52,confirm,user
2349,2,145,2020-03-03 10:13:01,cancel,user
1530,2,120,2020-03-03 10:13:01,confirm,user
2349,2,145,2020-03-03 10:13:05,reserve,user
30,2,174,2020-03-03 10:13:10,reserve,user
1068,2,166,2020-03-03 10:13:38,reserve,user
1904,2,168,2020-03-03 10:13:49,reserve,user
878,2,161,2020-03-03 10:14:21,reserve,user
3650,2,7,2020-03-03 10:14:41,cancel,system
878,2,161,2020-03-03 10:14:42,confirm,user
4239,2,150,2020-03-03 10:14:58,cancel,system
1436,2,112,2020-03-03 10:15:35,reserve,user
1436,2,112,2020-03-03 10:15:51,confirm,user
5722,2,102,2020-03-03 10:15:56,cancel,system
5722,2,102,2020-03-03 10:16:34,reserve,user
2566,2,104,2020-03-03 10:17:01,confirm,user
5722,2,102,2020-03-03 10:17:02,confirm,user
1482,2,113,2020-03-03 10:17:30,confirm,user
940,2,121,2020-03-03 10:18:07,reserve,user
940,2,121,2020-03-03 10:18:12,cancel,user
547,2,162,2020-03-03 10:18:59,confirm,user
5423,1,13,2020-03-03 10:19:56,reserve,user
5423,1,13,2020-03-03 10:20:03,confirm,user
2859,2,109,2020-03-03 10:20:16,cancel,user
2859,2,109,2020-03-03 10:20:21,reserve,user
4017,2,159,2020-03-03 10:21:20,confirm,user
1480,2,163,2020-03-03 10:21:38,confirm,user
3526,2,108,2020-03-03 10:22:46,confirm,user
4466,1,7,2020-03-03 10:23:12,reserve,user
4466,1,7,2020-03-03 10:23:19,cancel,user
4156,2,127,2020-03-03 10:23:21,cancel,user
4466,1,6,2020-03-03 10:23:23,reserve,user
4466,1,6,2020-03-03 10:23:36,confirm,user
1334,1,4,2020-03-03 10:24:22,reserve,user
1334,1,4,2020-03-03 10:24:33,confirm,user
3645,2,167,2020-03-03 10:24:44,cancel,system
1214,2,136,2020-03-03 10:25:32,cancel,system
624,2,153,2020-03-03 10:25:50,confirm,user
5043,2,171,2020-03-03 10:25:58,cancel,user
5021,2,134,2020-03-03 10:26:04,confirm,user
5043,2,171,2020-03-03 10:26:04,reserve,user
5067,2,94,2020-03-03 10:27:03,confirm,user
3318,2,93,2020-03-03 10:27:52,reserve,user
3318,2,93,2020-03-03 10:28:07,confirm,user
282,2,135,2020-03-03 10:29:43,reserve,user
282,2,135,2020-03-03 10:29:55,cancel,user
